# Constructed from biom file
#OTU ID	B1C1a	B1C2a	B1C3a	B1C4a	B1O2b	B1O1b	taxonomy	KEGG_Description
K05380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	phycoerythrin-associated linker protein
K07345	9.0	0.0	2.0	3.0	51.0	2.0	0.0	major type 1 subunit fimbrin (pilin)
K07344	38.0	35.0	35.0	40.0	80.0	40.0	0.0	type IV secretion system protein TrbL
K07347	33.0	16.0	18.0	18.0	108.0	32.0	0.0	outer membrane usher protein
K07346	24.0	15.0	18.0	18.0	75.0	31.0	0.0	fimbrial chaperone protein
K07341	310.0	370.0	291.0	581.0	507.0	334.0	0.0	death on curing protein
K07340	28.0	23.0	29.0	36.0	72.0	42.0	0.0	hypothetical protein
K07343	52.0	56.0	63.0	43.0	163.0	106.0	0.0	DNA transformation protein and related proteins
K07342	2.0	2.0	0.0	4.0	4.0	2.0	0.0	protein transport protein SEC61 subunit gamma and related proteins
K06968	13.0	10.0	9.0	5.0	26.0	8.0	0.0	ribosomal RNA large subunit methyltransferase M [EC:2.1.1.-]
K06969	576.0	637.0	607.0	722.0	1154.0	837.0	0.0	putative SAM-dependent methyltransferase; ribosomal RNA large subunit methyltransferase I [EC:2.1.1.-]
K06962	164.0	155.0	131.0	224.0	277.0	192.0	0.0	None
K06963	0.0	0.0	0.0	2.0	2.0	1.0	0.0	; tRNA acetyltransferase TAN1
K06960	549.0	527.0	482.0	815.0	817.0	682.0	0.0	None
K06961	2.0	2.0	1.0	6.0	4.0	4.0	0.0	ribosomal RNA assembly protein
K06966	975.0	1102.0	1015.0	1490.0	1801.0	1250.0	0.0	None
K06967	48.0	16.0	12.0	28.0	45.0	80.0	0.0	; tRNA (adenine-N(1)-)-methyltransferase [EC:2.1.1.36]
K06964	0.0	0.0	0.0	0.0	1.0	0.0	0.0	None
K06965	2.0	2.0	1.0	6.0	4.0	4.0	0.0	protein pelota
K08995	283.0	392.0	356.0	471.0	567.0	371.0	0.0	putative membrane protein
K08994	227.0	309.0	282.0	333.0	492.0	287.0	0.0	putative membrane protein
K08997	6.0	2.0	2.0	0.0	12.0	3.0	0.0	hypothetical protein
K08996	2.0	0.0	0.0	0.0	8.0	0.0	0.0	putative membrane protein
K08990	21.0	23.0	20.0	23.0	45.0	25.0	0.0	putative membrane protein
K08993	1.0	0.0	0.0	0.0	8.0	0.0	0.0	putative membrane protein
K08992	1.0	0.0	0.0	0.0	9.0	0.0	0.0	putative membrane protein
K08999	567.0	623.0	562.0	902.0	947.0	711.0	0.0	hypothetical protein
K08998	537.0	591.0	580.0	822.0	1024.0	769.0	0.0	hypothetical protein
K08344	6.0	5.0	4.0	8.0	14.0	7.0	0.0	suppressor for copper-sensitivity B
K08345	1.0	0.0	0.0	0.0	8.0	0.0	0.0	nitrate reductase 2, alpha subunit [EC:1.7.99.4]
K08346	1.0	0.0	0.0	0.0	8.0	0.0	0.0	nitrate reductase 2, beta subunit [EC:1.7.99.4]
K14940	0.0	0.0	0.0	1.0	1.0	0.0	0.0	gamma-F420-2:alpha-L-glutamate ligase [EC:6.3.2.32]
K02724	0.0	6.0	3.0	3.0	28.0	3.0	0.0	photosystem II PsbZ protein
K08349	1.0	0.0	0.0	0.0	8.0	0.0	0.0	formate dehydrogenase-N, beta subunit [EC:1.2.1.2]
K11815	0.0	0.0	0.0	0.0	1.0	0.0	0.0	multidrug resistance protein EbrB
K05929	102.0	70.0	23.0	105.0	52.0	42.0	0.0	phosphoethanolamine N-methyltransferase [EC:2.1.1.103]
K05928	8.0	13.0	20.0	6.0	74.0	37.0	0.0	tocopherol O-methyltransferase [EC:2.1.1.95]
K05927	0.0	0.0	0.0	0.0	1.0	0.0	0.0	quinone-reactive Ni/Fe-hydrogenase small subunit [EC:1.12.5.1]
K05924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
K05922	0.0	0.0	1.0	1.0	2.0	1.0	0.0	quinone-reactive Ni/Fe-hydrogenase large subunit [EC:1.12.5.1]
K05921	74.0	56.0	58.0	98.0	125.0	81.0	0.0	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase [EC:4.1.1.68 5.3.3.-]
K00349	6.0	2.0	10.0	0.0	29.0	6.0	0.0	Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:1.6.5.-]
K00698	36.0	33.0	12.0	122.0	32.0	24.0	0.0	chitin synthase [EC:2.4.1.16]
K00340	838.0	961.0	876.0	1306.0	1444.0	1019.0	0.0	NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]; NADH dehydrogenase I subunit K [EC:1.6.5.3]
K00341	855.0	973.0	891.0	1329.0	1457.0	1044.0	0.0	NADH dehydrogenase I subunit L [EC:1.6.5.3]; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00690	16.0	8.0	11.0	12.0	29.0	31.0	0.0	sucrose phosphorylase [EC:2.4.1.7]
K00343	872.0	1006.0	922.0	1367.0	1495.0	1084.0	0.0	NADH dehydrogenase I subunit N [EC:1.6.5.3]; NADH-quinone oxidoreductase subunit N [EC:1.6.5.3]
K00344	1578.0	1667.0	1304.0	2609.0	2427.0	1685.0	0.0	NADPH2:quinone reductase [EC:1.6.5.5]
K00697	387.0	331.0	268.0	571.0	555.0	425.0	0.0	alpha,alpha-trehalose-phosphate synthase (UDP-forming) [EC:2.4.1.15]
K00346	6.0	2.0	10.0	0.0	30.0	6.0	0.0	Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:1.6.5.-]
K00347	35.0	53.0	39.0	40.0	80.0	28.0	0.0	Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:1.6.5.-]
K09116	12.0	14.0	21.0	16.0	22.0	39.0	0.0	hypothetical protein
K09117	684.0	708.0	620.0	1052.0	1083.0	831.0	0.0	hypothetical protein
K05337	455.0	544.0	487.0	867.0	1004.0	691.0	0.0	ferredoxin
K09118	129.0	144.0	163.0	208.0	285.0	244.0	0.0	hypothetical protein
K09119	2.0	2.0	1.0	4.0	4.0	2.0	0.0	hypothetical protein
K02106	9.0	14.0	19.0	22.0	20.0	16.0	0.0	short-chain fatty acids transporter
K05823	3.0	7.0	12.0	19.0	16.0	8.0	0.0	N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]
K05820	171.0	138.0	99.0	191.0	224.0	162.0	0.0	MFS transporter, PPP family, 3-phenylpropionic acid transporter
K05826	203.0	195.0	134.0	277.0	186.0	148.0	0.0	lysine biosynthesis protein LysW
K05827	305.0	202.0	113.0	325.0	208.0	195.0	0.0	lysine biosynthesis protein LysX
K02100	1.0	0.0	0.0	0.0	9.0	0.0	0.0	MFS transporter, SP family, arabinose:H+ symporter
K02101	0.0	0.0	0.0	0.0	1.0	1.0	0.0	arabinose operon protein AraL
K00524	0.0	2.0	2.0	0.0	10.0	2.0	0.0	ribonucleotide reductase, class II [EC:1.17.4.1]
K00525	932.0	915.0	826.0	1370.0	1546.0	1125.0	0.0	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]
K00526	370.0	402.0	319.0	669.0	622.0	410.0	0.0	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]
K00527	159.0	122.0	136.0	145.0	228.0	269.0	0.0	ribonucleoside-triphosphate reductase [EC:1.17.4.2]
K00520	812.0	802.0	676.0	1135.0	1218.0	868.0	0.0	mercuric reductase [EC:1.16.1.1]
K00522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ferritin heavy chain [EC:1.16.3.1]
K00523	23.0	34.0	43.0	24.0	83.0	57.0	0.0	CDP-4-dehydro-6-deoxyglucose reductase [EC:1.17.1.1]
K02451	1.0	1.0	1.0	2.0	8.0	2.0	0.0	general secretion pathway protein B
K00528	523.0	555.0	468.0	1028.0	819.0	666.0	0.0	ferredoxin--NADP+ reductase [EC:1.18.1.2]
K00529	445.0	409.0	384.0	681.0	695.0	551.0	0.0	ferredoxin--NAD+ reductase [EC:1.18.1.3]
K00025	0.0	2.0	0.0	0.0	0.0	0.0	0.0	malate dehydrogenase [EC:1.1.1.37]
K14215	4.0	6.0	4.0	16.0	13.0	2.0	0.0	trans,polycis-decaprenyl diphosphate synthase [EC:2.5.1.86]
K14213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Xaa-Pro dipeptidase [EC:3.4.13.9]
K03453	219.0	185.0	201.0	290.0	404.0	351.0	0.0	bile acid:Na+ symporter, BASS family
K00796	814.0	849.0	791.0	1300.0	1429.0	1072.0	0.0	dihydropteroate synthase [EC:2.5.1.15]
K05339	0.0	0.0	0.0	0.0	1.0	0.0	0.0	holin-like protein LrgB
K00027	391.0	351.0	382.0	670.0	677.0	591.0	0.0	malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]
K00794	652.0	684.0	607.0	955.0	1114.0	807.0	0.0	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]; riboflavin synthase beta chain [EC:2.5.1.-]
K00793	633.0	665.0	589.0	936.0	1078.0	786.0	0.0	riboflavin synthase [EC:2.5.1.9]; riboflavin synthase alpha chain [EC:2.5.1.9]
K01347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	IgA-specific serine endopeptidase [EC:3.4.21.72]
K01346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	pancreatic elastase II [EC:3.4.21.71]
K01344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	protein C (activated) [EC:3.4.21.69]
K01343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tissue plasminogen activator [EC:3.4.21.68]
K00791	668.0	683.0	622.0	962.0	1121.0	841.0	0.0	tRNA dimethylallyltransferase [EC:2.5.1.75]
K01340	0.0	0.0	0.0	0.0	1.0	0.0	0.0	tryptase [EC:3.4.21.59]
K00790	717.0	703.0	632.0	1049.0	1141.0	894.0	0.0	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]
K02694	0.0	6.0	3.0	3.0	28.0	3.0	0.0	photosystem I subunit III
K02696	0.0	6.0	3.0	3.0	28.0	3.0	0.0	photosystem I subunit VIII
K02697	0.0	7.0	5.0	3.0	32.0	5.0	0.0	photosystem I subunit IX
K02690	0.0	7.0	5.0	3.0	36.0	5.0	0.0	photosystem I core protein Ib; photosystem I P700 chlorophyll a apoprotein A2
K02691	0.0	6.0	3.0	3.0	28.0	5.0	0.0	photosystem I subunit VII
K02692	0.0	6.0	3.0	3.0	28.0	3.0	0.0	photosystem I subunit II
K02693	0.0	6.0	3.0	3.0	28.0	3.0	0.0	photosystem I subunit IV
K02698	1.0	13.0	8.0	6.0	61.0	8.0	0.0	photosystem I subunit X
K02699	0.0	6.0	3.0	3.0	28.0	3.0	0.0	photosystem I subunit XI
K00836	29.0	40.0	38.0	42.0	124.0	59.0	0.0	diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]
K00837	871.0	1007.0	1002.0	1465.0	1569.0	1121.0	0.0	None
K00835	10.0	13.0	10.0	12.0	49.0	18.0	0.0	valine--pyruvate aminotransferase [EC:2.6.1.66]
K00832	15.0	22.0	30.0	16.0	68.0	26.0	0.0	aromatic-amino-acid transaminase [EC:2.6.1.57]
K00833	320.0	342.0	358.0	475.0	688.0	505.0	0.0	adenosylmethionine-8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]
K00830	941.0	982.0	802.0	1178.0	1547.0	1074.0	0.0	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
K00831	312.0	286.0	319.0	438.0	578.0	487.0	0.0	phosphoserine aminotransferase [EC:2.6.1.52]
K00839	39.0	29.0	38.0	38.0	107.0	67.0	0.0	aminotransferase [EC:2.6.1.-]
K04335	1.0	1.0	0.0	0.0	11.0	1.0	0.0	minor curlin subunit
K04334	0.0	0.0	0.0	0.0	8.0	0.0	0.0	major curlin subunit
K01120	28.0	26.0	24.0	19.0	70.0	38.0	0.0	3',5'-cyclic-nucleotide phosphodiesterase [EC:3.1.4.17]
K01126	1131.0	1096.0	1007.0	1710.0	1863.0	1401.0	0.0	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
K04333	1.0	0.0	0.0	0.0	8.0	0.0	0.0	LuxR family transcriptional regulator, csgAB operon transcriptional regulatory protein
K01129	608.0	588.0	565.0	870.0	972.0	792.0	0.0	dGTPase [EC:3.1.5.1]
K01128	7.0	5.0	3.0	6.0	10.0	6.0	0.0	None
K04339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	scyllo-inosamine 4-kinase [EC:2.7.1.65]
K04338	1.0	1.0	0.0	0.0	12.0	1.0	0.0	curli production assembly/transport component CsgF
K02470	801.0	784.0	724.0	1086.0	1341.0	1043.0	0.0	DNA gyrase subunit B [EC:5.99.1.3]
K02471	74.0	79.0	76.0	85.0	202.0	107.0	0.0	putative ATP-binding cassette transporter
K02472	150.0	153.0	122.0	334.0	230.0	166.0	0.0	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.-]
K02473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	UDP-N-acetylglucosamine 4-epimerase [EC:5.1.3.7]
K02474	35.0	32.0	49.0	60.0	92.0	61.0	0.0	UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.-]
K02475	61.0	69.0	72.0	95.0	109.0	97.0	0.0	two-component system, CitB family, response regulator
K02476	62.0	66.0	79.0	76.0	119.0	99.0	0.0	two-component system, CitB family, sensor kinase [EC:2.7.13.3]
K02477	606.0	777.0	732.0	948.0	1115.0	742.0	0.0	two-component system, LytT family, response regulator
K02478	55.0	41.0	56.0	60.0	138.0	96.0	0.0	two-component system, LytT family, sensor kinase [EC:2.7.13.3]
K02479	462.0	578.0	555.0	838.0	880.0	633.0	0.0	two-component system, NarL family, response regulator
K09019	33.0	36.0	31.0	30.0	69.0	40.0	0.0	putative NADH dehydrogenase/NAD(P)H nitroreductase RutE [EC:1.-.-.-]
K01267	37.0	11.0	10.0	11.0	26.0	70.0	0.0	aspartyl aminopeptidase [EC:3.4.11.21]
K13074	1.0	3.0	1.0	4.0	4.0	3.0	0.0	biflaviolin synthase [EC:1.14.21.7]
K13075	104.0	71.0	25.0	107.0	51.0	45.0	0.0	N-acyl homoserine lactone hydrolase [EC:3.1.1.81]
K11441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	dehydrogluconokinase [EC:2.7.1.13]
K14055	2.0	0.0	0.0	0.0	14.0	1.0	0.0	universal stress protein E
K13299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	glutathione S-transferase kappa 1 [EC:2.5.1.18]
K13292	637.0	680.0	604.0	935.0	1042.0	775.0	0.0	phosphatidylglycerol:prolipoprotein diacylglycerol transferase [EC:2.-.-.-]
K14057	1.0	0.0	0.0	0.0	8.0	0.0	0.0	LysR family transcriptional regulator, regulator of abg operon
K14056	1.0	0.0	0.0	0.0	1.0	0.0	0.0	HTH-type transcriptional regulator, repressor for puuD
K02856	110.0	164.0	120.0	215.0	164.0	87.0	0.0	L-rhamnose-H+ transport protein
K02585	60.0	67.0	77.0	86.0	152.0	121.0	0.0	nitrogen fixation protein NifB
K12211	0.0	0.0	0.0	0.0	1.0	0.0	0.0	intracellular multiplication protein IcmG
K12210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	intracellular multiplication protein IcmF
K12213	1.0	2.0	1.0	4.0	3.0	1.0	0.0	intracellular multiplication protein IcmK
K12212	0.0	0.0	0.0	0.0	1.0	0.0	0.0	intracellular multiplication protein IcmJ
K12215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	intracellular multiplication protein IcmM
K02854	210.0	153.0	52.0	231.0	126.0	89.0	0.0	AraC family transcriptional regulator, L-rhamnose operon transcriptional activator RhaR
K12217	1.0	2.0	0.0	4.0	6.0	1.0	0.0	intracellular multiplication protein IcmO
K12216	0.0	0.0	0.0	0.0	1.0	0.0	0.0	intracellular multiplication protein IcmN
K12219	0.0	0.0	0.0	0.0	1.0	0.0	0.0	intracellular multiplication protein IcmQ
K12218	1.0	2.0	0.0	4.0	6.0	1.0	0.0	intracellular multiplication protein IcmP
K02855	3.0	1.0	0.0	2.0	12.0	2.0	0.0	AraC family transcriptional regulator, L-rhamnose operon regulatory protein RhaS
K08692	7.0	8.0	7.0	6.0	15.0	7.0	0.0	malate-CoA ligase subunit alpha [EC:6.2.1.9]
K08693	1.0	1.0	1.0	2.0	4.0	2.0	0.0	3'-nucleotidase [EC:3.1.3.6]
K08690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [EC:1.3.1.56]
K08691	117.0	113.0	114.0	196.0	197.0	151.0	0.0	malyl-CoA lyase [EC:4.1.3.24]
K08696	2.0	15.0	7.0	9.0	58.0	7.0	0.0	carbon dioxide concentrating mechanism protein CcmK
K08697	0.0	6.0	3.0	3.0	26.0	3.0	0.0	carbon dioxide concentrating mechanism protein CcmL
K11748	5.0	5.0	5.0	1.0	12.0	15.0	0.0	glutathione-regulated potassium-efflux system ancillary protein KefG
K11749	614.0	624.0	527.0	847.0	946.0	718.0	0.0	regulator of sigma E protease [EC:3.4.24.-]
K11746	3.0	7.0	4.0	0.0	16.0	2.0	0.0	glutathione-regulated potassium-efflux system ancillary protein KefF
K11747	26.0	29.0	29.0	21.0	75.0	37.0	0.0	glutathione-regulated potassium-efflux system protein KefB
K11744	2.0	2.0	0.0	0.0	8.0	0.0	0.0	AI-2 transport protein TqsA
K11745	10.0	7.0	9.0	10.0	17.0	10.0	0.0	glutathione-regulated potassium-efflux system ancillary protein KefC
K11742	1.0	0.0	0.0	0.0	8.0	0.0	0.0	spermidine export protein MdtI
K11743	4.0	2.0	3.0	3.0	14.0	6.0	0.0	spermidine export protein MdtJ
K11740	6.0	6.0	3.0	6.0	25.0	11.0	0.0	bacteriophage N4 adsorption protein B
K11741	434.0	460.0	366.0	723.0	720.0	479.0	0.0	quaternary ammonium compound-resistance protein SugE
K13920	12.0	8.0	5.0	27.0	9.0	15.0	0.0	propanediol dehydratase small subunit [EC:4.2.1.28]
K13921	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1-propanol dehydrogenase
K13922	12.0	4.0	8.0	17.0	10.0	21.0	0.0	propionaldehyde dehydrogenase
K13923	1.0	0.0	0.0	0.0	0.0	0.0	0.0	phosphotransacylase
K13924	202.0	261.0	229.0	227.0	545.0	302.0	0.0	two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]
K13925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	plasmin and fibronectin-binding protein A
K13926	30.0	46.0	39.0	33.0	97.0	55.0	0.0	ribosome-dependent ATPase
K13927	2.0	0.0	2.0	0.0	4.0	2.0	0.0	holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.7.8.25]
K13928	1.0	0.0	0.0	0.0	12.0	0.0	0.0	LysR family transcriptional regulator, malonate utilization transcriptional regulator
K13929	14.0	16.0	14.0	20.0	44.0	19.0	0.0	malonate decarboxylase alpha subunit [EC:2.3.1.187]
K09923	1.0	0.0	0.0	0.0	8.0	0.0	0.0	hypothetical protein
K09922	115.0	140.0	148.0	132.0	260.0	190.0	0.0	hypothetical protein
K06201	124.0	155.0	136.0	183.0	222.0	168.0	0.0	copper homeostasis protein
K06200	257.0	264.0	248.0	379.0	487.0	352.0	0.0	carbon starvation protein
K06207	519.0	590.0	563.0	798.0	1010.0	746.0	0.0	GTP-binding protein
K06206	60.0	44.0	46.0	61.0	125.0	85.0	0.0	sugar fermentation stimulation protein A
K06205	1.0	0.0	1.0	0.0	9.0	0.0	0.0	MioC protein
K09924	141.0	204.0	164.0	246.0	255.0	147.0	0.0	hypothetical protein
K09929	0.0	0.0	1.0	0.0	3.0	0.0	0.0	hypothetical protein
K06208	185.0	175.0	184.0	330.0	347.0	270.0	0.0	chorismate mutase [EC:5.4.99.5]
K00759	607.0	653.0	562.0	913.0	1041.0	752.0	0.0	adenine phosphoribosyltransferase [EC:2.4.2.7]
K00758	94.0	87.0	105.0	153.0	197.0	140.0	0.0	thymidine phosphorylase [EC:2.4.2.4]
K00752	7.0	4.0	1.0	7.0	4.0	8.0	0.0	hyaluronan synthase [EC:2.4.1.212]
K00757	66.0	63.0	43.0	51.0	103.0	80.0	0.0	uridine phosphorylase [EC:2.4.2.3]
K00756	192.0	234.0	228.0	284.0	409.0	271.0	0.0	pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]
K00754	652.0	666.0	563.0	810.0	1152.0	798.0	0.0	None
K06001	173.0	129.0	145.0	285.0	255.0	251.0	0.0	tryptophan synthase beta chain [EC:4.2.1.20]
K05557	3.0	5.0	4.0	5.0	12.0	4.0	0.0	MFS transporter, DHA2 family, integral membrane protein
K09766	15.0	14.0	15.0	32.0	33.0	25.0	0.0	hypothetical protein
K05554	3.0	6.0	4.0	6.0	8.0	6.0	0.0	aromatase [EC:4.2.1.-]; cyclase/dehydratase [EC:4.2.1.-]
K07475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	putative phosphohydrolase
K07150	162.0	108.0	78.0	163.0	172.0	137.0	0.0	None
K07151	9.0	6.0	4.0	9.0	11.0	8.0	0.0	dolichyl-diphosphooligosaccharide--protein glycosyltransferase [EC:2.4.1.119]
K07152	1005.0	1031.0	867.0	1454.0	1670.0	1123.0	0.0	None
K07153	2.0	0.0	3.0	4.0	18.0	9.0	0.0	high frequency lysogenization protein
K07154	393.0	481.0	451.0	590.0	647.0	480.0	0.0	None
K07155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	quercetin 2,3-dioxygenase [EC:1.13.11.24]
K07156	92.0	77.0	97.0	115.0	213.0	152.0	0.0	None
K07157	323.0	312.0	263.0	459.0	528.0	378.0	0.0	None
K07406	516.0	423.0	260.0	752.0	488.0	398.0	0.0	alpha-galactosidase [EC:3.2.1.22]
K07407	730.0	766.0	617.0	1008.0	950.0	715.0	0.0	alpha-galactosidase [EC:3.2.1.22]
K07404	227.0	312.0	249.0	350.0	465.0	271.0	0.0	6-phosphogluconolactonase [EC:3.1.1.31]
K07405	144.0	120.0	81.0	153.0	165.0	120.0	0.0	alpha-amylase [EC:3.2.1.1]
K07402	886.0	804.0	723.0	1163.0	1299.0	1068.0	0.0	xanthine dehydrogenase accessory factor
K07403	319.0	397.0	360.0	575.0	555.0	399.0	0.0	membrane-bound serine protease (ClpP class)
K07400	1.0	0.0	2.0	1.0	9.0	0.0	0.0	Fe/S biogenesis protein NfuA
K07401	138.0	104.0	63.0	147.0	123.0	96.0	0.0	selenoprotein W-related protein
K01808	828.0	847.0	720.0	1362.0	1239.0	922.0	0.0	ribose 5-phosphate isomerase B [EC:5.3.1.6]
K01809	660.0	710.0	680.0	893.0	1211.0	848.0	0.0	mannose-6-phosphate isomerase [EC:5.3.1.8]
K01800	73.0	74.0	71.0	77.0	165.0	104.0	0.0	maleylacetoacetate isomerase [EC:5.2.1.2]
K01801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	maleylpyruvate isomerase [EC:5.2.1.4]
K01802	760.0	868.0	838.0	1067.0	1595.0	1058.0	0.0	peptidylprolyl isomerase [EC:5.2.1.8]
K01803	675.0	694.0	638.0	985.0	1139.0	858.0	0.0	triosephosphate isomerase (TIM) [EC:5.3.1.1]
K01804	379.0	373.0	267.0	587.0	433.0	336.0	0.0	L-arabinose isomerase [EC:5.3.1.4]
K01805	442.0	479.0	392.0	717.0	695.0	464.0	0.0	xylose isomerase [EC:5.3.1.5]
K01807	232.0	199.0	153.0	251.0	341.0	237.0	0.0	ribose 5-phosphate isomerase A [EC:5.3.1.6]
K09718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	hypothetical protein
K14668	28.0	32.0	19.0	58.0	43.0	31.0	0.0	minimal PKS chain-length factor (CLF/KS beta) [EC:2.3.1.-]
K14669	24.0	27.0	15.0	52.0	30.0	25.0	0.0	minimal PKS acyl carrier protein
K14666	1.0	2.0	3.0	1.0	3.0	3.0	0.0	N-acetylglucosaminyltransferase [EC:2.4.1.-]
K14667	130.0	102.0	42.0	163.0	93.0	72.0	0.0	minimal PKS ketosynthase (KS/KS alpha) [EC:2.3.1.-]
K01664	89.0	93.0	110.0	171.0	222.0	156.0	0.0	para-aminobenzoate synthetase component II [EC:2.6.1.85]
K01665	303.0	311.0	291.0	392.0	548.0	372.0	0.0	para-aminobenzoate synthetase component I [EC:2.6.1.85]
K01666	199.0	211.0	197.0	421.0	392.0	294.0	0.0	4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]
K01667	91.0	94.0	92.0	120.0	158.0	99.0	0.0	tryptophanase [EC:4.1.99.1]
K01660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	citryl-CoA lyase [EC:4.1.3.34]
K01661	371.0	305.0	254.0	588.0	495.0	376.0	0.0	naphthoate synthase [EC:4.1.3.36]
K01662	644.0	666.0	576.0	937.0	1022.0	792.0	0.0	1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]
K01663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	glutamine amidotransferase / cyclase [EC:2.4.2.- 4.1.3.-]
K01668	0.0	1.0	2.0	0.0	2.0	4.0	0.0	tyrosine phenol-lyase [EC:4.1.99.2]
K01669	545.0	606.0	549.0	843.0	1000.0	693.0	0.0	deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]
K02863	671.0	688.0	623.0	970.0	1124.0	845.0	0.0	large subunit ribosomal protein L1
K02862	15.0	20.0	24.0	35.0	41.0	17.0	0.0	putative membrane protein
K02860	588.0	563.0	521.0	824.0	894.0	724.0	0.0	16S rRNA processing protein RimM
K02867	671.0	688.0	623.0	970.0	1124.0	845.0	0.0	large subunit ribosomal protein L11
K02866	2.0	2.0	1.0	6.0	4.0	4.0	0.0	large subunit ribosomal protein L10e
K02864	665.0	688.0	623.0	969.0	1123.0	839.0	0.0	large subunit ribosomal protein L10
K02869	2.0	2.0	1.0	6.0	4.0	4.0	0.0	large subunit ribosomal protein L12
K05362	2.0	3.0	7.0	13.0	5.0	4.0	0.0	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase [EC:6.3.2.7]
K05365	265.0	376.0	339.0	500.0	453.0	303.0	0.0	penicillin-binding protein 1B [EC:2.4.1.129 3.4.-.-]
K03402	327.0	353.0	355.0	474.0	573.0	464.0	0.0	transcriptional regulator of arginine metabolism
K03403	12.0	27.0	26.0	21.0	73.0	25.0	0.0	magnesium chelatase subunit H [EC:6.6.1.1]
K03400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	long-chain-fatty-acyl-CoA reductase [EC:1.2.1.50]
K03406	1689.0	1748.0	1884.0	2398.0	3699.0	2701.0	0.0	methyl-accepting chemotaxis protein
K03407	696.0	764.0	772.0	1038.0	1484.0	1026.0	0.0	two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
K03404	153.0	171.0	225.0	243.0	330.0	295.0	0.0	magnesium chelatase subunit D [EC:6.6.1.1]
K03405	407.0	444.0	400.0	637.0	634.0	463.0	0.0	magnesium chelatase subunit I [EC:6.6.1.1]
K03408	911.0	1027.0	996.0	1309.0	2075.0	1396.0	0.0	purine-binding chemotaxis protein CheW
K03409	214.0	289.0	286.0	349.0	408.0	262.0	0.0	chemotaxis protein CheX
K02315	301.0	276.0	242.0	444.0	388.0	354.0	0.0	DNA replication protein DnaC
K02314	781.0	772.0	660.0	1085.0	1225.0	898.0	0.0	replicative DNA helicase [EC:3.6.4.12]; replicative DNA helicase [EC:3.6.1.-]
K02317	1.0	0.0	0.0	0.0	8.0	0.0	0.0	DNA replication protein DnaT
